SF_Id,Name,Object,Field,Before,After,Source,Action,Result,Error,Timestamp
006WR00000wkEavYAE,Saticoy Gardens,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:35.126555
006WR00000wkEauYAE,Hollypark Knolls Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:35.452997
006WR00000wkEapYAE,The Palms,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:35.767792
006WR00000wkEaoYAE,Vista Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:36.126213
006WR00000wkEanYAE,Topanga Terrace,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:36.479343
006WR00000wkEamYAE,Topanga Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:36.855848
006WR00000wkEalYAE,The Banyans,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:37.216902
006WR00000wkEakYAE,Riverside Villa Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:37.532008
006WR00000wkEajYAE,Roxanne Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:37.922227
006WR00000wkEaiYAE,Parkview Terrace,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:38.300814
006WR00000wkEahYAE,Brody Terrace (Riverside),Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:38.592874
006WR00000wkEagYAE,Jaclyn Terrace,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:38.915327
006WR00000wkEafYAE,Kling Trio Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:39.246786
006WR00000wkEaeYAE,Parkway Terrace,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:39.571565
006WR00000wkEadYAE,Krystal Terrace,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:39.899832
006WR00000wkEacYAE,St. Andrews Manor,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:40.261536
006WR00000wkEabYAE,San Vicente Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:40.609699
006WR00000wkEaaYAE,Colonial Manor Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:40.983474
006WR00000wkEaZYAU,Coliseum Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:41.323118
006WR00000wkEaYYAU,Windsor Manor,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:41.687841
006WR00000wkEaXYAU,Casa Linda,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:42.084786
006WR00000wkEaWYAU,John Manor,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:42.513058
006WR00000wkEaVYAU,Chatsworth Plaza,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:43.024684
006WR00000wkEaUYAU,Corbett Avenue Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:43.395679
006WR00000wkEaTYAU,Bali Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:43.778097
006WR00000wkEaSYAU,White Oak Terrace,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:44.133435
006WR00000wkEaRYAU,Baldwin Manor,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:44.488868
006WR00000wkEaQYAU,Woodland Trio The Oaks,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:44.897812
006WR00000wkEaPYAU,Lake Meadows Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:45.400559
006WR00000wkEaOYAU,Regents Park Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:45.777331
006WR00000wkEaKYAU,Villa Lago Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:46.086340
006WR00000wkEaJYAU,9404 Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:46.406325
006WR00000wkEaIYAU,Vassar Terrace Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:46.665399
006WR00000wkEaHYAU,Oxnard Terrace Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:47.031118
006WR00000wkEZxYAM,Villa Park Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:47.405274
006WR00000wkEZmYAM,Turnagain Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:47.741464
006WR00000wkEZlYAM,Fallbrook View Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:48.100700
006WR00000wkEZkYAM,The Oaks Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:48.407614
006WR00000wkEZjYAM,Ladera Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:48.839919
006WR00000wkEZiYAM,Saratoga Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:49.185593
006WR00000wkEZhYAM,Leimert Park,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:49.494175
006WR00000wkEZgYAM,University Courtyards Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:49.875184
006WR00000wkEZfYAM,Crenshaw Terrace Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:50.308506
006WR00000wkEZeYAM,Heritage Park,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:50.830628
006WR00000wkEZdYAM,Strathmore Terrace,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:51.440551
006WR00000wkDvIYAU,Alameda Palms,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:51.782474
006WR00000wkDvHYAU,Vanowen Manor II,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:52.157573
006WR00000wkDvGYAU,Forest Gate Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:52.524939
006WR00000wkDvFYAU,Chadron Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:53.049200
006WR00000wkDvEYAU,Willow Lake,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:53.401385
006WR00000wkDvDYAU,Lemoli Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:53.730650
006WR00000wkDvCYAU,Chaparral Apts,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:54.049518
006WR00000wkDvAYAU,University Club Apartments (Lubbock),Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:54.425563
006WR00000wkDv8YAE,Pineforest Place,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:54.809306
006WR00000wkDv6YAE,Sunset Street,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:55.106326
006WR00000wkDv4YAE,615 Manhattan,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:55.441756
006WR00000wkDv2YAE,St. John's,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:55.725586
006WR00000wkDv0YAE,Boulder Springs Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:56.036767
006WR00000wkDuyYAE,Sheppard's Edge,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:56.381657
006WR00000wkDuwYAE,Fairways,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:56.740356
006WR00000wkDutYAE,Windrush Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:57.085744
006WR00000wkDuqYAE,Villages at Sugar Road,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:57.498834
006WR00000wkDuoYAE,Park at Shiloh,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:57.788551
006WR00000wkDumYAE,Misty Ridge,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:58.154956
006WR00000wkDukYAE,Cimarron Estates,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:58.630008
006WR00000wkDuiYAE,Summerset Village Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:59.062694
006WR00000wkDugYAE,University Square Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:59.413727
006WR00000wkDufYAE,714 Veteran,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:04:59.813796
006WR00000wkDueYAE,University Club Apartments (Nac),Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:05:00.152117
006WR00000wkDudYAE,Strathmore Arms Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:05:00.547946
006WR00000wkDucYAE,Woodbury Place Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:05:00.896360
006WR00000wkDubYAE,Windfaire Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:05:01.210264
006WR00000wkDuaYAE,Columbia Apartments,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:05:01.611926
006WR00000wkDuZYAU,Crenshaw Manor,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:05:02.011481
006WR00000wkDuYYAU,Lord Tennyson,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:05:02.428304
006WR00000wkDuXYAU,Vanowen Manor,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:05:02.825361
006WR00000wkDuWYAU,West Creek Townhomes,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:05:03.150177
006WR00000wkDuVYAU,Crenshaw Townhouse,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:05:03.529557
006WR00000wkDuUYAU,Pineforest Park,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:05:03.999687
006WR00000wkDuOYAU,Stonebridge Gardens,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:05:04.441528
006WR00000wkDuAYAU,Villas on Horne,Opportunity,StageName,Marketing/Bulk In Progress,PAL/ROE Complete,TM_review_2026-05-04,Update,OK,,2026-05-07T12:05:04.794327
